"Name","Subject","Scheduled Date","Open Rate","Click To Open Ratio","Total Click Through Rate","Total Delivered","Total Opens","Total Clicks","Unique Clicks","Unique Click Through Rate","Unique Opens","Opt Out Rate","Unique Opt Outs","Spam Complaint Rate","Campaign Name"
"NETWORKS_Event_VIPLinks_apr2024_WS_R2","This is the event of the Year!","02-26-2024 09:56 AM","42.03","68.97","59.42","69","82","41","20","28.99","29","0.00","0","0.00","NETWORKS_Reg_Event_VIP Links_Whs_Apr2024"
"NETWORKS_Event_VIPLinks_apr2024_HON_R2","LINKS: ¡Este es el evento del año!","02-26-2024 09:56 AM","46.67","14.29","13.33","15","27","2","1","6.67","7","0.00","0","0.00","NETWORKS_Reg_Event_VIP Links_Whs_Apr2024"
"NETWORKS_Event_AndinaLink_Mar2024","Ya Llega Andina Link 2024","02-26-2024 08:00 AM","65.45","38.89","32.73","55","57","18","14","25.45","36","0.00","0","0.00","NETWORKS_Col_Event_AndinaLink_Whs_Mar2024"
"LAT_REG_EDUCATIONSUMMIT_2024_COL_A2","Education Summit: Participación Confirmada","02-20-2024 08:00 AM","69.23","77.78","92.31","13","19","12","7","53.85","9","0.00","0","0.00","LATAM_Reg_Event_Education Summit_Ent_Mar2024"
"LAT_REG_EDUCATIONSUMMIT_2024_ES_A2","Education Summit: Participación Confirmada","02-20-2024 08:00 AM","85.71","41.67","71.43","14","110","10","5","35.71","12","0.00","0","0.00","LATAM_Reg_Event_Education Summit_Ent_Mar2024"
"LAT_REG_EDUCATIONSUMMIT_2024_GUA_A2","Education Summit: Participación Confirmada","02-20-2024 08:00 AM","100.00","50.00","66.67","6","10","4","3","50.00","6","0.00","0","0.00","LATAM_Reg_Event_Education Summit_Ent_Mar2024"
"LAT_REG_EDUCATIONSUMMIT_2024_HON_A2","Education Summit: Participación Confirmada","02-20-2024 08:00 AM","55.56","20.00","66.67","9","29","6","1","11.11","5","0.00","0","0.00","LATAM_Reg_Event_Education Summit_Ent_Mar2024"
"LAT_REG_EDUCATIONSUMMIT_2024_DR_A2","Education Summit: Participación Confirmada","02-20-2024 08:00 AM","80.00","50.00","40.00","5","6","2","2","40.00","4","0.00","0","0.00","LATAM_Reg_Event_Education Summit_Ent_Mar2024"
"LAT_REG_EDUCATIONSUMMIT_2024_DR_R1","Education Summit: ¡Aún puede confirmar su asistencia!","02-16-2024 07:00 AM","80.00","0.00","0.00","5","62","0","0","0.00","4","0.00","0","0.00","LATAM_Reg_Event_Education Summit_Ent_Mar2024"
"LAT_REG_EDUCATIONSUMMIT_2024_GUA_A1","Education Summit está aquí.","02-12-2024 10:45 AM","100.00","0.00","0.00","9","32","0","0","0.00","9","0.00","0","0.00","LATAM_Reg_Event_Education Summit_Ent_Mar2024"
"LAT_REG_EDUCATIONSUMMIT_2024_DR_A1","Education Summit está aquí.","02-12-2024 10:45 AM","100.00","20.00","20.00","5","40","1","1","20.00","5","0.00","0","0.00","LATAM_Reg_Event_Education Summit_Ent_Mar2024"
"LAT_REG_EDUCATIONSUMMIT_2024_COL_A1","Education Summit está aquí.","02-12-2024 10:44 AM","71.43","50.00","57.14","14","155","8","5","35.71","10","0.00","0","0.00","LATAM_Reg_Event_Education Summit_Ent_Mar2024"
"LAT_REG_EDUCATIONSUMMIT_2024_ES_A1","Education Summit está aquí.","02-12-2024 10:44 AM","92.86","7.69","7.14","14","100","1","1","7.14","13","0.00","0","0.00","LATAM_Reg_Event_Education Summit_Ent_Mar2024"
"LAT_REG_EDUCATIONSUMMIT_2024_HON_A1","Education Summit está aquí.","02-12-2024 10:44 AM","87.50","14.29","12.50","8","69","1","1","12.50","7","0.00","0","0.00","LATAM_Reg_Event_Education Summit_Ent_Mar2024"
"NETWORKS_Event_VIPLinks_apr2024_GUA_A1","LINKS: ¡Las inscripciones están abiertas!","02-09-2024 08:00 AM","42.86","83.33","178.57","14","218","25","5","35.71","6","0.00","0","0.00","NETWORKS_Reg_Event_VIP Links_Whs_Apr2024"
"NETWORKS_Event_VIPLinks_apr2024_COL_A1","LINKS: ¡Las inscripciones están abiertas!","02-09-2024 08:00 AM","44.44","41.67","44.44","27","36","12","5","18.52","12","0.00","0","0.00","NETWORKS_Reg_Event_VIP Links_Whs_Apr2024"
"NETWORKS_Event_VIPLinks_apr2024_ES_A1","LINKS: ¡Las inscripciones están abiertas!","02-09-2024 08:00 AM","75.00","53.33","105.00","20","113","21","8","40.00","15","0.00","0","0.00","NETWORKS_Reg_Event_VIP Links_Whs_Apr2024"
"NETWORKS_Event_VIPLinks_apr2024_DR_A1","LINKS: ¡Las inscripciones están abiertas!","02-09-2024 08:00 AM","40.00","25.00","20.00","10","9","2","1","10.00","4","0.00","0","0.00","NETWORKS_Reg_Event_VIP Links_Whs_Apr2024"
"NETWORKS_Event_VIPLinks_apr2024_HON_A1","LINKS: ¡Las inscripciones están abiertas!","02-09-2024 08:00 AM","53.33","50.00","113.33","15","43","17","4","26.67","8","0.00","0","0.00","NETWORKS_Reg_Event_VIP Links_Whs_Apr2024"
"NETWORKS_Event_VIPLinks_apr2024_WS_A1","LINKS: Registrations 2024 are open!","02-09-2024 08:00 AM","47.30","65.71","83.78","74","244","62","23","31.08","35","0.00","0","0.00","NETWORKS_Reg_Event_VIP Links_Whs_Apr2024"
"LATAM_Event_Educationsummit_ent_Mar2024_GUA_SAVETHEDATE","¡Se acerca el Education Summit 2024!","02-06-2024 11:36 AM","88.89","0.00","0.00","9","321","0","0","0.00","8","0.00","0","0.00","LATAM_Reg_Event_Education Summit_Ent_Mar2024"
"LATAM_Event_Educationsummit_ent_Mar2024_HON_SAVETHEDATE","¡Se acerca el Education Summit 2024!","02-06-2024 11:36 AM","80.00","25.00","20.00","10","120","2","2","20.00","8","0.00","0","0.00","LATAM_Reg_Event_Education Summit_Ent_Mar2024"
"LATAM_Event_Educationsummit_ent_Mar2024_COL_SAVETHEDATE","¡Se acerca el Education Summit 2024!","02-06-2024 11:35 AM","72.22","15.38","11.11","18","278","2","2","11.11","13","0.00","0","0.00","LATAM_Reg_Event_Education Summit_Ent_Mar2024"
"LATAM_Event_Educationsummit_ent_Mar2024_DR_SAVETHEDATE","¡Se acerca el Education Summit 2024!","02-06-2024 11:35 AM","80.00","0.00","0.00","10","19","0","0","0.00","8","0.00","0","0.00","LATAM_Reg_Event_Education Summit_Ent_Mar2024"
"LATAM_Event_Educationsummit_ent_Mar2024_ES_SAVETHEDATE","¡Se acerca el Education Summit 2024!","02-06-2024 11:35 AM","88.89","12.50","22.22","9","31","2","1","11.11","8","0.00","0","0.00","LATAM_Reg_Event_Education Summit_Ent_Mar2024"
"NETWORKS_Event_VIPLinks_apr2024_ES_R1","LINKS: ¡Guarde la fecha para nuestro evento 2024!","01-29-2024 08:00 AM","92.31","8.33","7.69","13","22","1","1","7.69","12","0.00","0","0.00","NETWORKS_Reg_Event_VIP Links_Whs_Apr2024"
"NETWORKS_Event_VIPLinks_apr2024_WS_R1","LINKS 2024: Save the date to our event!","01-29-2024 08:00 AM","33.33","25.00","13.89","36","32","5","3","8.33","12","0.00","0","0.00","NETWORKS_Reg_Event_VIP Links_Whs_Apr2024"
"NETWORKS_Event_VIPLinks_apr2024_HON_R1","LINKS: ¡Guarde la fecha para nuestro evento 2024!","01-29-2024 08:00 AM","57.14","0.00","0.00","7","13","0","0","0.00","4","0.00","0","0.00","NETWORKS_Reg_Event_VIP Links_Whs_Apr2024"
"NETWORKS_Event_VIPLinks_apr2024_GUA_R1","LINKS: ¡Guarde la fecha para nuestro evento 2024!","01-29-2024 08:00 AM","33.33","0.00","0.00","6","10","0","0","0.00","2","0.00","0","0.00","NETWORKS_Reg_Event_VIP Links_Whs_Apr2024"
"NETWORKS_Event_VIPLinks_apr2024_COL_R1","LINKS: ¡Guarde la fecha para nuestro evento 2024!","01-29-2024 08:00 AM","14.29","50.00","7.14","14","4","1","1","7.14","2","0.00","0","0.00","NETWORKS_Reg_Event_VIP Links_Whs_Apr2024"
"NETWORKS_Event_VIPLinks_apr2024_GUA","LINKS: ¡Guarde la fecha para nuestro evento 2024!","01-25-2024 08:00 AM","50.00","14.29","14.29","14","26","2","1","7.14","7","0.00","0","0.00","NETWORKS_Reg_Event_VIP Links_Whs_Apr2024"
"NETWORKS_Event_VIPLinks_apr2024_COL","LINKS: ¡Guarde la fecha para nuestro evento 2024!","01-25-2024 08:00 AM","45.83","27.27","12.50","24","45","3","3","12.50","11","0.00","0","0.00","NETWORKS_Reg_Event_VIP Links_Whs_Apr2024"
"NETWORKS_Event_VIPLinks_apr2024_DR","LINKS: ¡Guarde la fecha para nuestro evento 2024!","01-25-2024 08:00 AM","60.00","66.67","50.00","10","8","5","4","40.00","6","0.00","0","0.00","NETWORKS_Reg_Event_VIP Links_Whs_Apr2024"
"NETWORKS_Event_VIPLinks_apr2024_ES","LINKS: ¡Guarde la fecha para nuestro evento 2024!","01-25-2024 08:00 AM","70.00","71.43","90.00","10","18","9","5","50.00","7","0.00","0","0.00","NETWORKS_Reg_Event_VIP Links_Whs_Apr2024"
"NETWORKS_Event_VIPLinks_apr2024_HON","LINKS: ¡Guarde la fecha para nuestro evento 2024!","01-25-2024 08:00 AM","66.67","50.00","33.33","12","15","4","4","33.33","8","0.00","0","0.00","NETWORKS_Reg_Event_VIP Links_Whs_Apr2024"
"NETWORKS_Event_VIPLinks_apr2024_WS","LINKS: Save the date!","01-25-2024 08:00 AM","53.25","41.46","33.77","77","110","26","17","22.08","41","1.23","1","0.00","NETWORKS_Reg_Event_VIP Links_Whs_Apr2024"
